"TOA5","S1T","CR200X","23119","CR200X.Std.04","CSU_3depths.CR2","51716","Table1"
"TIMESTAMP","RECORD","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-05-12 11:30:00",0,0,1.25E-05,17.59795,0,-0.0001375,17.25869,0.0032875,-5E-05,17.03916
"2023-05-12 11:45:00",1,0,3.333333E-05,18.15034,0,-0.0002933333,17.85749,0.0003133333,1.333333E-05,17.90014
"2023-05-12 12:00:00",2,0,6E-05,19.79972,0,-0.0002533333,19.24067,0,-4.666666E-05,19.99561
"2023-05-12 12:15:00",3,0,-1.940255E-12,20.65921,0,-0.0003333333,20.13385,0,1.455192E-12,20.97037
"2023-05-12 12:30:00",4,0,-6.666669E-06,21.18331,0,-0.0003333333,20.83511,0,7.333332E-05,21.83861
"2023-05-12 12:45:00",5,0,-4E-05,26.05701,0,-0.0001533334,24.34228,0,6.666666E-06,30.6571
"2023-05-12 13:00:00",6,0,1.333333E-05,29.66913,0,-0.0003533333,28.91879,0,-6.666668E-06,36.7831
"2023-05-12 13:15:00",7,0,-3.333333E-05,32.66513,0,-0.0003,32.37829,0,6.666666E-05,38.22486
"2023-05-12 13:30:00",8,0,-1.333333E-05,31.03664,0,-0.0003733333,32.18306,0,-4.666667E-05,34.98803
"2023-05-12 13:45:00",9,0,-2E-05,28.54529,0,-0.0002533333,29.77017,0,2.666666E-05,30.34529
"2023-05-12 14:00:00",10,0,-4E-05,25.55355,0,-0.00036,26.32845,0,8.666667E-05,26.10707
"2023-05-12 14:15:00",11,0,-4.666667E-05,24.33213,0,-0.00022,24.18345,0,6.666666E-05,24.95268
"2023-05-12 14:30:00",12,0,6E-05,24.08331,0,-0.0003,23.60465,0,4E-05,24.79192
"2023-05-12 14:45:00",13,0,2E-05,24.69609,0,-0.00024,23.95055,0,0.0001333333,25.38514
"2023-05-12 15:00:00",14,0,-6E-05,27.60583,0,-0.00024,26.26247,0,4.666666E-05,27.98761
"2023-05-12 15:15:00",15,0,2E-05,30.05619,0,-0.0003066667,28.35756,0,6.666664E-06,30.25063
"2023-05-12 15:30:00",16,0,-2E-05,28.87831,0,-0.00036,27.8699,0,3.333333E-05,28.70641
"2023-05-12 15:45:00",17,0,3.333333E-05,29.4507,0,-0.0003066667,28.65218,0,7.333332E-05,29.29576
"2023-05-12 16:00:00",18,0,8.666667E-05,34.1974,0,-0.0003266667,32.61089,0,-3.333333E-05,34.41845
"2023-05-12 16:15:00",19,0,-1.333333E-05,35.75238,0,-0.0003733333,34.09179,0,-5.820766E-12,35.77035
"2023-05-12 16:30:00",20,0,2.666666E-05,37.48325,0,-0.0003066667,35.57509,0,-5.333333E-05,36.05507
"2023-05-12 16:45:00",21,0,-2.425319E-12,38.16029,0,-0.0002866667,36.3172,0,2E-05,35.48174
"2023-05-12 17:00:00",22,0,2E-05,37.9492,0,-0.0002666667,36.33039,0,4.666667E-05,34.4785
"2023-05-12 17:15:00",23,0,0.00012,35.9618,0,-0.0002933333,34.63717,0,-2.666666E-05,33.57214
"2023-05-12 17:30:00",24,0,1.333333E-05,33.4961,0,-0.00032,32.6012,0,-1.333333E-05,31.2735
"2023-05-12 17:45:00",25,0,2.666666E-05,30.1206,0,-0.0003533333,29.84366,0,2E-05,28.21255
"2023-05-12 18:00:00",26,0,6.666668E-06,26.97138,0,-0.00022,27.20012,0,6E-05,25.04409
"2023-05-12 18:15:00",27,0,-5.333333E-05,27.45662,0,-0.00024,27.72138,0,7.333332E-05,24.71495
"2023-05-12 18:30:00",28,0,-1.333333E-05,27.21493,0,-0.0003399999,27.60337,0,6.666666E-05,24.18859
"2023-05-12 18:45:00",29,0,-6E-05,27.58047,0,-0.00032,28.03949,0,2.666666E-05,24.28957
"2023-05-12 19:00:00",30,0,6.666666E-06,26.07519,0,-0.0002133333,26.83077,0,8.000001E-05,22.50958
"2023-05-12 19:15:00",31,0,7.333334E-05,24.22874,0,-0.00014,25.11481,0,5.333333E-05,20.63149
