"TOA5","S1T","CR200X","23119","CR200X.Std.04","CSU_3depths.CR2","51716","Status"
"TIMESTAMP","RECORD","OSversion","OSDate","OSSignature","ProgName","ProgSig","CalOffset","PakBusAddress","RfInstalled","RfNetAddr","RfAddress","RfHopSeq","RfPwrMode","Rf_ForceOn","Rf_Protocol","MaxTXPacket","RfSignalLevel","RfRxPakBusCnt","VarOutOfBounds","SkipScan","TrapCode","WatchDogCnt","ResetTables","BattVoltage","SerialNum"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-05-17 08:53:45",6,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.125,2,12305,1,0,1,"RF1S_LH",0,1,250,70,340,0,0,0,0,0,13.52588,23119
"2023-05-17 09:22:30",7,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,1.875,2,12305,1,0,1,"RF1S_LH",0,1,250,70,403,0,0,0,0,0,13.48559,23119
"2023-05-17 09:24:33",8,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,1.625,2,12305,1,0,1,"RF1S_LH",0,1,250,68,414,0,0,0,0,0,13.48726,23119
"2023-05-27 17:22:25",30,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2,2,12305,1,0,1,"RF1S_LH",0,1,250,70,700,0,0,0,0,0,13.36219,23119
"2023-05-27 17:31:10",32,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.125,2,12305,1,0,1,"RF1S_LH",0,1,250,71,801,0,0,0,0,0,13.38485,23119
"2023-05-29 16:47:10",33,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.875,2,12305,1,0,1,"RF1S_LH",0,1,250,71,912,0,0,0,0,0,13.30594,23119
"2023-05-31 15:20:13",35,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2,2,12305,1,0,1,"RF1S_LH",0,1,250,71,934,0,0,0,0,0,13.33365,23119
"2023-05-31 15:22:53",36,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.125,2,12305,1,0,1,"RF1S_LH",0,1,250,71,959,0,0,0,0,0,13.33784,23119
"2023-05-31 15:24:35",37,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,1.875,2,12305,1,0,1,"RF1S_LH",0,1,250,71,976,0,0,0,0,0,13.33616,23119
"2023-05-31 15:28:18",38,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.25,2,12305,1,0,1,"RF1S_LH",0,1,250,71,1018,0,0,0,0,0,13.337,23119
"2023-06-01 16:40:34",39,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.125,2,12305,1,0,1,"RF1S_LH",0,1,250,71,1122,0,0,0,0,0,13.49062,23119
"2023-06-01 16:40:50",40,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2,2,12305,1,0,1,"RF1S_LH",0,1,250,71,1124,0,0,0,0,0,13.48642,23119
"2023-06-06 16:19:51",41,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2,2,12305,1,0,1,"RF1S_LH",0,1,250,71,1186,0,0,0,0,0,13.3773,23119
"2023-06-06 16:23:23",42,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,1.875,2,12305,1,0,1,"RF1S_LH",0,1,250,71,1244,0,0,0,0,0,13.38821,23119
"2023-06-09 15:06:13",43,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.125,2,12305,1,0,1,"RF1S_LH",0,1,250,71,1469,0,0,0,0,0,13.35295,23119
"2023-06-12 10:13:58",44,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",51716,2.25,2,12305,1,0,1,"RF1S_LH",0,1,250,71,1469,0,0,0,0,0,13.46796,23119
