"TOA5","S2T","CR200X","23669","CR200X.Std.04","CSU_3depths.CR2","51716","Public"
"TIMESTAMP","RECORD","BattV","VWC_1","EC_1","T_1","P_1","PA_1","VR_1","VWC_2","EC_2","T_2","P_2","PA_2","VR_2","VWC_3","EC_3","T_3","P_3","PA_3","VR_3"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless"
"","","","","","","","","","","","","","","","","","","","",""
"2023-06-05 12:01:16",4409,13.39828,0.313,0.3997,20.3192,17.5248,1.6988,1.5255,0.344,0.6415,18.0105,19.89,1.7757,1.8224,"NAN","NAN","NAN",0,0,0
"2023-06-07 14:46:33",3001,13.36806,0.2816,0.3941,24.1281,15.3806,1.6513,1.5181,0.326,0.6471,18.7628,18.4843,1.7497,1.8297,0,0,0,0,0,0
"2023-06-08 11:41:43",1254,13.4604,0.2674,0.343,20.0784,14.4722,1.6242,1.4505,0.3185,0.6284,18.2267,17.9247,1.7361,1.8055,0.3055,0.5735,18.4866,16.9969,1.7135,1.7382
"2023-06-08 11:46:24",1259,13.45704,0.2674,0.3435,20.2261,14.4693,1.6242,1.4512,0.3185,0.6278,18.2267,17.9292,1.7361,1.8047,0.3056,0.5733,18.4702,16.9984,1.7135,1.738
"2023-06-09 15:03:58",2896,13.33029,0.2624,0.364,25.6051,14.1609,1.6197,1.4782,0.3031,0.6228,19.3043,16.8248,1.7135,1.7982,0.2987,0.5706,18.7929,16.5208,1.7033,1.7345
"2023-06-12 10:16:55",6929,13.42515,0.2154,0.3038,20.5026,11.4363,1.5451,1.3987,0.265,0.5646,20.4396,14.3213,1.6525,1.7228,0.2845,0.5598,20.1003,15.5672,1.6819,1.7205
"2023-06-13 15:40:53",8693,13.41507,0.2014,0.3053,25.77,10.6798,1.5259,1.4006,0.2423,0.521,20.9709,12.9515,1.6152,1.6665,0.2756,0.5214,20.0921,14.9906,1.6638,1.6705
"2023-06-21 09:37:40",19850,13.42347,0.1474,0.2248,20.7572,7.9913,1.4377,1.2945,0.1831,0.3934,22.1313,9.7351,1.5157,1.5021,0.2336,0.4387,21.9967,12.4514,1.5937,1.5633
"2023-07-01 09:47:39",34259,13.4688,0.2507,0.3025,18.8257,13.4496,1.5948,1.397,0.3129,0.5893,20.3274,17.5234,1.7225,1.7548,0.3004,0.4421,20.5765,16.6411,1.6886,1.5677
"2023-07-20 09:11:12",61583,13.41004,0.3138,0.4188,22.5905,17.5838,1.7022,1.5509,0.3433,0.6664,23.9814,19.8299,1.7779,1.8548,0.3188,0.4649,23.9758,17.9513,1.7192,1.5972
"2023-08-08 15:38:19",89332,13.30762,0.2906,0.4246,23.2987,15.974,1.6683,1.5586,0.3228,0.6157,22.1039,18.2489,1.7406,1.789,0.3279,0.4702,22.3457,18.631,1.7339,1.6041
"2023-08-23 11:08:03",110663,13.3815,0.1275,0.1722,22.4475,7.071,1.3993,1.2253,0.1741,0.3529,22.8797,9.2834,1.4965,1.4501,0.2501,0.4838,23.5527,13.4135,1.6231,1.6217
"2023-09-11 09:11:23",26577,13.48475,0.1292,0.1715,19.6954,7.1473,1.4015,1.2244,0.1751,0.346,21.1928,9.3314,1.4965,1.4411,0.2517,0.4988,21.5905,13.5086,1.6276,1.6412
"2023-10-01 09:54:46",55419,13.59387,0.2221,0.2942,14.8582,11.8046,1.553,1.386,0.2685,0.4982,16.2978,14.5419,1.6468,1.637,0.3057,0.4794,17.0275,17.0063,1.7011,1.616
