"TOA5","S1B","CR200X","23666","CR200X.Std.04","CSU_3depths.CR2","51716","Table2"
"TIMESTAMP","RECORD","BattV_Min","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Min","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-05-12 12:00:00",0,12.72505,0,0.000121875,18.80079,0,-6.249998E-06,18.57081,0,8.124999E-05,18.6508
"2023-05-13 00:00:00",1,12.72673,0,0.002118334,21.49411,0,4.305563E-06,20.84264,0,0.0001558336,21.44283
"2023-05-13 12:00:00",2,12.69987,0,0.002615558,9.723989,0,0.0003073613,9.678504,0,0.0001963894,10.18927
"2023-05-14 00:00:00",3,12.71498,0,0.0004683349,22.57678,0,-1.597222E-05,22.55734,0,0.0001323612,22.41825
"2023-05-14 12:00:00",4,12.70659,0,0.001201528,14.04044,0,0.0005820834,13.75781,0,0.0001611112,14.11077
"2023-05-15 00:00:00",5,12.70743,0,0.001934024,20.01263,0,0.000493611,20.27636,0,0.0001393057,20.34772
"2023-05-15 12:00:00",6,12.69064,0.01841014,0.05817042,12.48683,0.02006625,0.0899272,11.40458,0.01685111,0.1422156,11.24787
"2023-05-16 00:00:00",7,12.72589,0.1543541,0.5186458,26.36035,0.1655973,0.789712,23.96687,0.1509582,1.238206,22.13056
"2023-05-16 12:00:00",8,12.89546,0.1457812,0.4547374,16.62465,0.1561735,0.741271,16.40112,0.1420333,1.188668,15.1886
"2023-05-17 00:00:00",9,13.0197,0.1516756,0.507597,26.6947,0.1588916,0.7842054,24.16459,0.1407107,1.227764,22.55608
"2023-05-17 12:00:00",10,12.96933,0.1430719,0.4399149,16.68106,0.1502263,0.7261512,16.49249,0.1293179,1.167305,15.37949
"2023-05-18 00:00:00",11,13.03145,0.1486497,0.491672,26.82788,0.152322,0.7657781,24.40928,0.1280616,1.199353,22.7403
"2023-05-18 12:00:00",12,12.98612,0.1429611,0.4422996,19.30746,0.1471653,0.7251846,18.64056,0.123376,1.158137,17.52378
"2023-05-19 00:00:00",13,13.03481,0.1472019,0.4855109,27.41724,0.147648,0.7591868,24.59151,0.1204261,1.185317,23.38501
"2023-05-19 12:00:00",14,12.96681,0.1404419,0.42609,17.96971,0.1439152,0.6980473,17.6781,0.1137673,1.128667,16.68295
"2023-05-20 00:00:00",15,13.01886,0.1510005,0.4523692,29.69804,0.1926698,0.539696,25.9333,0.0887802,1.084855,24.6074
"2023-05-20 12:00:00",16,12.94834,0.1418899,0.3987764,18.25368,0.1802279,0.5121858,17.94773,0.08943751,1.042057,16.98496
"2023-05-21 00:00:00",17,12.99871,0.1477423,0.4488886,30.21563,0.1841037,0.5461779,26.45904,0.08382066,1.068899,24.69721
"2023-05-21 12:00:00",18,12.92652,0.1390751,0.3938271,18.34768,0.1730074,0.5125911,18.08846,0.08507334,1.024828,17.05436
"2023-05-22 00:00:00",19,12.99116,0.1446801,0.4369639,29.39655,0.1764921,0.5432486,26.08265,0.07854647,1.05079,24.54495
