"TOA5","S1M","CR200X","23673","CR200X.Std.04","CSU_3depths.CR2","51716","Public"
"TIMESTAMP","RECORD","BattV","VWC_1","EC_1","T_1","P_1","PA_1","VR_1","VWC_2","EC_2","T_2","P_2","PA_2","VR_2","VWC_3","EC_3","T_3","P_3","PA_3","VR_3"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless"
"","","","","","","","","","","","","","","","","","","","",""
"2023-04-22 20:51:31",1,12.75695,0,0.0002,19.4657,1,1.0941,1.0003,0,-0.0002,19.3563,1,1.0828,1,0,0,19.7009,1,1.0964,1.0002
"2023-04-23 12:02:04",2,12.6898,0,0.0001,15.4152,1.0158,1.0964,1.0002,0,-0.0002,16.0259,1,1.0828,0.9999,0,0.0001,15.0651,1,1.093,1.0004
"2023-05-17 09:15:25",7060,13.39828,0.1117,0.0695,17.8217,6.3648,1.3473,1.0873,0.1656,0.143,16.7917,8.8619,1.4626,1.1787,0.2434,0.6602,15.9764,13.0194,1.6491,1.8427
"2023-05-27 16:29:51",21894,13.33784,0.3614,0.5562,19.8048,21.3397,1.7938,1.7054,0.3326,0.6294,18.4236,18.9867,1.7757,1.794,0.3689,1.0168,18.1392,21.9944,1.8763,2.3063
"2023-05-27 16:36:11",21901,13.30427,0.3613,0.5584,19.8869,21.327,1.7938,1.7082,0.3324,0.6311,18.4292,18.9754,1.7757,1.7962,0.3689,1.0166,18.1227,21.9964,1.8763,2.306
"2023-05-27 16:37:12",21902,13.3093,0.3613,0.5581,19.8896,21.3288,1.7938,1.7078,0.3337,0.616,18.3963,19.0741,1.7757,1.7769,0.3692,1.0148,18.1337,22.0154,1.8763,2.3037
"2023-05-27 16:43:10",21908,13.29084,0.3613,0.5589,19.9443,21.3245,1.7938,1.7088,0.3325,0.6308,18.4155,18.9775,1.7757,1.7958,0.3691,1.0156,18.1227,22.007,1.8763,2.3047
"2023-05-27 16:45:59",21910,13.27237,0.3619,0.5592,19.9662,21.3814,1.7949,1.7092,0.3325,0.6304,18.4346,18.98,1.7757,1.7953,0.3689,1.0169,18.1364,21.9933,1.8763,2.3064
"2023-05-27 16:47:17",21912,13.25894,0.362,0.5586,19.9854,21.3849,1.7949,1.7085,0.3325,0.6307,18.4592,18.978,1.7757,1.7957,0.3688,1.0174,18.1583,21.9869,1.8763,2.3072
"2023-05-27 16:51:35",21916,13.26733,0.3626,0.5483,19.9936,21.4434,1.7949,1.6952,0.3324,0.6315,18.462,18.9728,1.7757,1.7967,0.369,1.0163,18.1145,21.9993,1.8763,2.3057
"2023-05-27 16:54:09",21919,13.2539,0.3619,0.5593,20.0319,21.3809,1.7949,1.7094,0.3324,0.6312,18.4674,18.9749,1.7757,1.7963,0.3689,1.0167,18.1309,21.9951,1.8763,2.3062
"2023-05-29 16:44:57",24789,13.23291,0.348,0.5404,21.4478,20.2092,1.77,1.6851,0.3241,0.6326,18.9105,18.3403,1.7632,1.7982,0.3655,0.998,18.2896,21.6949,1.8684,2.2817
