"TOA5","S3B","CR200X","23128","CR200X.Std.04","CSU_3depths.CR2","51716","Table1"
"TIMESTAMP","RECORD","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-04-26 15:15:00",0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-26 15:30:00",1,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-26 15:45:00",2,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-26 16:00:00",3,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-26 16:15:00",4,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 09:30:00",5,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 19:30:00",6,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 19:45:00",7,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 20:00:00",8,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 20:15:00",9,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 20:30:00",10,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 20:45:00",11,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 21:00:00",12,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 21:15:00",13,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 21:30:00",14,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 21:45:00",15,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 22:00:00",16,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 22:15:00",17,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 22:30:00",18,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 22:45:00",19,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 23:00:00",20,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 23:15:00",21,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 23:30:00",22,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-27 23:45:00",23,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 00:00:00",24,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 00:15:00",25,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 00:30:00",26,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 00:45:00",27,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 01:00:00",28,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 01:15:00",29,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 01:30:00",30,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 01:45:00",31,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 02:00:00",32,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 02:15:00",33,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 02:30:00",34,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2023-04-28 02:45:00",35,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
