"TOA5","S2M","CR200X","23115","CR200X.Std.04","CSU_3depths.CR2","51716","Public"
"TIMESTAMP","RECORD","BattV","VWC_1","EC_1","T_1","P_1","PA_1","VR_1","VWC_2","EC_2","T_2","P_2","PA_2","VR_2","VWC_3","EC_3","T_3","P_3","PA_3","VR_3"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless"
"","","","","","","","","","","","","","","","","","","","",""
"2023-04-29 12:59:00",4208,13.26062,0.0638,0.0284,33.4157,4.3426,1.2682,1.0356,0.0666,0.0266,31.4156,4.4569,1.275,1.0336,0.0387,0.0194,30.8052,3.3459,1.223,1.0253
"2023-05-01 09:17:19",6867,13.62325,0.0581,0.0241,21.5164,4.1124,1.2569,1.0302,0.061,0.0219,19.4547,4.2292,1.2637,1.0276,0.0331,0.0161,21.1709,3.1289,1.2117,1.0211
"2023-05-07 10:56:37",16,13.52924,0.026,0.0241,16.6244,2.8556,1.1992,1.0302,0,0.005,16.715,1.8287,1.1382,1.006,0.0336,0.0197,18.4565,3.1472,1.2139,1.0257
"2023-05-07 11:10:41",30,13.52252,0.0259,0.0244,17.1234,2.8533,1.1992,1.0305,0,0.005,16.7451,1.8287,1.1382,1.006,0.0335,0.0199,18.9132,3.1454,1.2139,1.026
"2023-05-07 11:12:18",32,13.50489,0.0259,0.0245,17.1097,2.8525,1.1992,1.0306,0,0.0047,16.6957,1.8312,1.1382,1.0057,0.0336,0.0195,18.8859,3.1488,1.2139,1.0254
"2023-05-07 11:13:31",33,13.49566,0.0261,0.0238,17.096,2.858,1.1992,1.0298,0,0.0045,16.6957,1.8329,1.1382,1.0055,0.0335,0.0199,18.7847,3.1458,1.2139,1.0259
"2023-05-15 15:17:16",4476,13.21109,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
"2023-05-15 15:18:33",4477,13.22704,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
"2023-05-15 15:19:47",4478,13.21864,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
"2023-05-15 15:21:32",4480,13.21109,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
"2023-05-15 16:33:58",4552,13.22116,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
"2023-05-16 10:10:21",5609,13.42599,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
"2023-05-16 14:44:29",5883,13.2858,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
"2023-05-17 09:36:46",7015,13.45872,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0,"NAN","NAN","NAN",0,0,0
